text_a	label
。	O
1	O
患 者 男	O O O
5 4 岁	O O O
双 滦 区 人	O O O O
。	O
2 既 往 脑 梗 死 病 史 1 3 年 。	O O O B-Disease I-Disease I-Disease O O O O O O
3	O
患 者 缘 于 1 年 前 无 明 显 诱 因 出 现 尿 频 ， 尿 急 ， 尿 不 尽 感 ， 夜 尿 次 数 增 多 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
最 多 时 达 5 余 次 ， 尿 线 逐 渐 变 细 。	O O O O O O O O O O O O O O O
无 血 尿 。	O O O O
自 行 购 买 药 物 口 服 治 疗 （ 具 体 不 详 ） 。	O O O O O O O O O O O O O O O O O
症 状 无 缓 解 。	O O O O O O
近 期 症 状 逐 渐 加 重 。	O O O O O O O O O
于 承 德 市 中 心 医 院 行 彩 超 检 查 回 报 ： 膀 胱 内 强 回 声 ( 提 示 ： 结 石 ) ， 前 列 腺 增 生 伴 钙 化 。	O O O O O O O O O B-Examine I-Examine O O O O O B-BodyPart I-BodyPart O O O O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart O O O O O O
为 进 一 步 治 疗 来 到 我 院 ， 门 诊 以 膀 胱 结 石 ， 膀 胱 炎 ， 脑 梗 死 后 遗 症 介 绍 入 院 。	O O O O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease O B-Disease I-Disease I-Disease O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O O O O O
4 . 查 体 ： T ： 3 6 . 9 C , P : 8 0 次 / 分 , R ： 2 0 次 / 分 , 血 压 1 3 0 / 8 0 m m H g 。	O O B-Examine I-Examine O B-Examine O O O O O O O B-Examine O O O O O O O B-Examine O O O O O O O B-Examine I-Examine O O O O O O O O O O O
发 育 正 常 ， 营 养 中 等 ， 神 志 清 楚 ， 步 入 病 房 ， 查 体 合 作 。	O O O O O O O O O O O O O O O O O O O O B-Examine I-Examine O O O
颈 软 ， 无 抵 抗 。	O O O O O O O
气 管 居 中 ， 甲 状 腺 无 肿 大 。	B-BodyPart I-BodyPart O O O B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O
胸 廓 对 称 无 畸 形 ， 呼 吸 动 度 两 侧 均 匀 等 ， 无 增 强 及 减 弱 ， 双 侧 语 颤 无 增 强 及 减 弱 ， 未 触 及 皮 下 捻 发 音 ， 双 肺 叩 音 清 ， 肺 肝 相 对 浊 音 界 位 于 右 侧 锁 骨 中 线 第 5 肋 间 ， 双 肺 呼 吸 音 清 ， 未 闻 及 干 湿 性 啰 音 。	B-BodyPart I-BodyPart O O O B-Symptom I-Symptom O B-Examine I-Examine I-Examine I-Examine O O O O O O O O O O O O O B-Examine I-Examine I-Examine I-Examine O O O O O O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine O B-BodyPart I-BodyPart B-Examine I-Examine O O B-BodyPart B-BodyPart B-Examine I-Examine I-Examine I-Examine I-Examine O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O B-BodyPart I-BodyPart B-Examine I-Examine I-Examine O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine O
心 前 区 无 隆 起 ， 未 触 及 震 颤 ， 叩 心 界 不 大 ， 心 率 8 0 次 / 分 ， 律 齐 ， 各 瓣 膜 听 诊 区 未 闻 及 杂 音 。	B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O O O O B-Symptom I-Symptom O B-Examine I-Examine I-Examine O O O B-Examine I-Examine O O O O O O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O B-Examine I-Examine O
未 见 胃 肠 型 及 蠕 动 波 。	O O B-BodyPart I-BodyPart O O O O O O
肝 脾 肋 下 未 触 及 、 莫 非 氏 征 阴 性 。	B-BodyPart B-BodyPart B-BodyPart I-BodyPart O O O O O O O O O O O
腹 部 平 坦 ， 未 见 胃 肠 型 及 蠕 动 波 ， 无 腹 壁 静 脉 曲 张 。	B-BodyPart I-BodyPart O O O O O B-BodyPart I-BodyPart O O O O O O O B-BodyPart I-BodyPart B-Symptom I-Symptom I-Symptom I-Symptom O
腹 部 未 触 及 包 块 。	B-BodyPart I-BodyPart O O O B-Symptom I-Symptom O
叩 鼓 音 ， 移 动 性 浊 音 阴 性 。	B-Examine I-Examine I-Examine O B-Examine I-Examine I-Examine I-Examine I-Examine O O O
肠 鸣 音 正 常 ， 无 亢 进 （ 4 次 / 分 ） 。	B-Examine I-Examine I-Examine O O O O O O O O O O O O O
5	O
专 科 情 况 ： 双 侧 肋 脊 角 对 称 无 隆 起 ， 双 肾 区 无 叩 击 痛 ， 未 触 及 肿 块 。	O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart O B-Examine I-Examine I-Examine O O O O B-Symptom I-Symptom O
腹 部 沿 输 尿 管 走 形 无 压 痛 ， 耻 骨 上 膀 胱 区 无 肿 胀 ， 无 压 痛 。	B-BodyPart I-BodyPart O O O O O O O B-Examine I-Examine O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O O B-Examine I-Examine O
阴 茎 为 成 人 型 ， 尿 道 外 口 无 畸 形 ， 无 红 肿 及 狭 窄 ， 无 异 常 分 泌 物 。	B-BodyPart I-BodyPart O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O O B-Symptom I-Symptom O B-Symptom I-Symptom O O O O O O O O
两 侧 阴 囊 对 称 ， 无 触 痛 ， 双 侧 睾 丸 对 称 ， 质 地 中 等 ， 无 触 痛 。	B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O B-Examine I-Examine O B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O O O O O B-Examine I-Examine O
双 侧 附 睾 未 未 触 及 结 节 。	B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O B-Symptom I-Symptom O
肛 门 指 诊 : 前 列 腺 大 小 约 4 4 3 ㎝ 大 小 ， 表 面 光 滑 ， 指 韧 ， 中 央 沟 变 浅 ， 上 端 不 能 触 及 。	B-Examine I-Examine I-Examine I-Examine O B-BodyPart I-BodyPart I-BodyPart O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
肛 门 外 括 约 肌 张 力 可 ， 退 出 手 指 ， 指 套 无 血 染 。	B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O O O O O O O O O O O
6	O
辅 助 检 查 ： 承 德 市 中 心 医 院 行 彩 超 检 查 回 报 ： 膀 胱 内 强 回 声 ( 提 示 ： 结 石 ) ， 前 列 腺 增 生 伴 钙 化 。	O O O O O O O O O O O O O B-Examine I-Examine O O O O O B-BodyPart I-BodyPart O O O O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart O O O O O O
1 . 患 者 中 年 男 性 ， 慢 性 发 病 ， 既 往 慢 性 咽 炎 1 0 余 年 。	O O O O O O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease O O O O O
2 . 患 者 缘 于 1 个 月 前 无 明 显 诱 因 肩 颈 部 不 适 伴 头 痛 、 头 晕 ， 时 感 恶 心 呕 吐 ， 无 双 上 肢 麻 痛 ， 适 度 休 息 后 症 状 减 轻 ， 2 0 1 6 - 0 4 - 1 9 在 承 德 市 建 筑 安 装 总 公 司 职 工 医 院 行 颈 椎 C R 示 ： 颈 椎 综 合 症 ， 未 给 予 任 何 治 疗 ， 检 查 报 告 已 丢 失 ， 近 两 天 来 头 晕 、 头 痛 症 状 有 所 加 重 ， 并 就 诊 于 我 院 康 复 科 ， 门 诊 以 颈 椎 病 收 入 院 。	O O O O O O O O O O O O O O O B-BodyPart B-BodyPart I-BodyPart O O O B-Symptom I-Symptom O B-Symptom I-Symptom O O O B-Symptom I-Symptom B-Symptom I-Symptom O O B-BodyPart I-BodyPart I-BodyPart O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Examine I-Examine I-Examine I-Examine O O B-Disease I-Disease I-Disease I-Disease I-Disease O O O O O O O O O O O O O O O O O O O O O B-Symptom I-Symptom O B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O B-Disease I-Disease I-Disease O O O O
3 . 入 院 查 体 ； T ： 3 6 . 4 ℃ ； P : 6 6 次 / 分 ； R ： 1 8 次 / 分 ； B P ： 1 4 0 / 9 6 m m H g ； 神 清 语 利 ， 心 肺 腹 未 见 异 常 。	O O O O B-Examine I-Examine O B-Examine O O O O O O O B-Examine O O O O O O O B-Examine O O O O O O O B-Examine I-Examine O O O O O O O O O O O O O O O O O B-BodyPart B-BodyPart B-BodyPart O O O O O
4 . 专 科 检 查 ： 颈 部 活 动 范 围 可 ， C 4 - C 7 棘 突 两 侧 压 痛 明 显 ， 双 侧 椎 间 孔 挤 压 试 验 （ + ） , 右 侧 臂 丛 牵 拉 试 验 （ - ） ， 左 侧 臂 丛 牵 拉 试 验 （ - ） ， 颈 部 前 后 旋 转 试 验 （ + ） 5 . 辅 助 检 查 ： 颈 椎 侧 、 双 斜 位 片 ： 颈 椎 生 理 曲 线 存 在 ， 椎 列 连 续 ， 颈 椎 4 - 6 椎 体 缘 见 轻 度 唇 状 骨 质 增 生 影 ， 后 缘 部 分 突 入 椎 间 孔 ； 相 应 椎 间 隙 、 椎 孔 略 变 窄 。	O O O O O O O B-BodyPart I-BodyPart O O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O B-Examine I-Examine O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart B-Examine I-Examine I-Examine I-Examine O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart B-Examine I-Examine I-Examine I-Examine O O O O B-BodyPart I-BodyPart O O O O O O O O O O O O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine I-Examine I-Examine I-Examine O B-BodyPart I-BodyPart O O O O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O O O O O O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O B-BodyPart I-BodyPart O O O O
颈 2 椎 体 轻 度 向 前 移 位 。	B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O O O
余 椎 体 及 各 附 件 形 态 、 大 小 正 常 ， 各 椎 间 隙 未 见 异 常 狭 窄 。	B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O B-Symptom I-Symptom O
患 者 缘 于 3 个 月 前 因 直 肠 癌 于 承 德 市 附 属 医 院 行 直 肠 癌 切 除 术 ， 术 后 肠 道 腹 部 造 瘘 。	O O O O O O O O O B-Disease I-Disease I-Disease O O O O O O O O O B-Cure I-Cure I-Cure I-Cure I-Cure I-Cure O O O B-BodyPart I-BodyPart B-BodyPart I-BodyPart O O O
术 后 多 次 化 疗 。	O O O O O O O
1 天 前 患 者 自 觉 腹 痛 腹 胀 ， 恶 心 呕 吐 ， 呕 吐 物 为 少 量 为 内 容 物 ， 停 止 排 气 排 便 ， 今 日 自 来 我 院 。	O O O O O O O B-Symptom I-Symptom B-Symptom I-Symptom O B-Symptom I-Symptom B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O O O O O O O
急 诊 科 以 1 . 直 肠 癌 术 后 2 . 腹 痛 腹 胀 原 因 待 查 3 . 肠 梗 阻 ？ 收 入 院 。	O O O O O O B-Disease I-Disease I-Disease O O O O B-Symptom I-Symptom B-Symptom I-Symptom O O O O O O B-Disease I-Disease I-Disease O O O O O
患 者 自 发 病 以 来 ， 精 神 差 ， 饮 食 差 ， 睡 眠 可 ， 尿 量 正 常 。	O O O O O O O O O O O O O O O O O O O O O O O O O
入 院 查 体 ： 体 温 ： 3 6 ℃ 、 脉 搏 ： 6 6 次 / 分 、 呼 吸 ： 1 8 次 / 分 、 血 压 ： 1 0 0 / 6 0 m m H g ， 发 育 正 常 、 营 养 较 差 、 神 志 清 楚 、 语 言 流 利 ， 推 入 病 房 ， 查 体 合 作 ， 头 颅 、 五 官 无 畸 形 ， 颈 软 无 抵 抗 ， 双 肺 呼 吸 音 清 晰 ， 未 闻 及 啰 音 ， 律 齐 ， 各 瓣 膜 听 诊 区 未 闻 及 病 理 性 杂 音 ， 腹 稍 膨 隆 ， 全 腹 部 轻 度 压 痛 ， 无 反 跳 痛 及 肌 紧 张 ， 全 腹 未 触 及 异 常 包 块 ， 可 闻 及 气 过 水 声 ， 双 下 肢 无 水 肿 ， 神 经 系 统 查 体 未 见 异 常 。	O O B-Examine I-Examine O B-Examine I-Examine O O O O O B-Examine I-Examine O O O O O O O B-Examine I-Examine O O O O O O O B-Examine I-Examine O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Examine I-Examine O O O B-BodyPart I-BodyPart O B-BodyPart I-BodyPart O B-Symptom I-Symptom O O O O O O O B-BodyPart I-BodyPart B-Examine I-Examine I-Examine O O O O O O B-Examine I-Examine O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O B-Examine I-Examine I-Examine I-Examine I-Examine O B-BodyPart O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart O O B-Examine I-Examine O O B-Examine I-Examine I-Examine O B-Examine I-Examine I-Examine O B-BodyPart I-BodyPart O O O O O B-Symptom I-Symptom O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O B-Examine I-Examine I-Examine I-Examine I-Examine I-Examine O O O O O
辅 助 检 查 ： 门 诊 资 料 无 。	O O O O O O O O O O O
1 患 者 老 年 男 性 ， 既 往 有 高 血 压 病 史 5 年 ， 血 压 最 高 达 1 8 0 / 1 0 0 m m H g ， 长 期 服 用 降 压 药 物 治 疗 ， 血 压 控 制 欠 佳 。	O O O O O O O O O O O B-Disease I-Disease I-Disease O O O O O O O O O O O O O O O O O O O O O O O O O O B-Cure I-Cure I-Cure I-Cure O O O O O O O O O O
患 有 冠 心 病 心 律 失 常 房 颤 病 史 3 年 ， 间 断 于 我 院 住 院 治 疗 ， 好 转 出 院 。	O O B-Disease I-Disease I-Disease B-Disease I-Disease I-Disease I-Disease B-Disease I-Disease O O O O O O O O O O O O O O O O O O O O
2 此 次 入 院 于 1 天 前 无 明 显 诱 因 出 现 头 痛 头 晕 症 状 ， 伴 左 侧 肢 体 无 力 ， 无 明 显 肢 体 活 动 不 灵 ， 头 痛 头 晕 呈 发 作 性 ， 无 恶 心 呕 吐 ， 无 视 物 旋 转 及 耳 鸣 耳 聋 ， 无 发 热 胸 痛 ， 无 抽 搐 昏 迷 等 意 识 障 碍 ， 未 用 药 治 疗 而 来 我 院 。	O O O O O O O O O O O O O O O O B-Symptom I-Symptom B-Symptom I-Symptom O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O O O O O O O O O B-Symptom I-Symptom B-Symptom I-Symptom O O O O O O B-Symptom I-Symptom B-Symptom I-Symptom O O O O O O O B-Symptom I-Symptom B-Symptom I-Symptom O O B-Symptom I-Symptom B-Symptom I-Symptom O O B-Symptom I-Symptom B-Symptom I-Symptom O O O O O O O O O O O O O O O O
3 查 体 ， T 3 6 . 2	O B-Examine I-Examine O B-Examine O O O O
C ， P 6 2 次 / 分 ， R 2 0 次 / 分 ， B p 1 7 0 / 1 0 0 0 m m H g ， 心 率 1 2 2 次 / 分 ， 律 不 齐 ， 无 杂 音 ， 肺 腹 未 见 明 显 异 常 ， 双 下 肢 无 水 肿 。	O O B-Examine O O O O O O B-Examine O O O O O O B-Examine I-Examine O O O O O O O O O O O O O B-Examine I-Examine O O O O O O O O O O O O B-Examine I-Examine O B-BodyPart B-BodyPart O O O O O O O B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O
神 经 系 统 查 体 ： 神 清 语 利 ， 颅 神 经 检 查 未 见 明 显 异 常 。	B-Examine I-Examine I-Examine I-Examine I-Examine I-Examine O O O O O O O O O O O O O O O O O O
左 侧 上 下 肢 肌 力 Ⅳ 级 ， 肌 张 力 正 常 。	B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart B-Examine I-Examine O O O B-Examine I-Examine I-Examine O O O
双 侧 巴 士 征 阴 性 。	O O O O O O O O
4 头 颅 C T 示 ： 右 侧 颞 枕 部 脑 梗 死 ， 脑 萎 缩 。	O B-Examine I-Examine I-Examine I-Examine O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart B-BodyPart O O O O O O O
心 电 图 示 ： 心 律 失 常 - 房 颤 S T - T 改 变 。	B-Examine I-Examine I-Examine O O O O O O O O O O O O O O O O
病 历 特 点 ： 1 . 患 者 中 年 男 性 ， 4 7 岁 ； 2 . 既 往 体 健 ； 3 . 患 者 缘 于 2 . 5 小 时 前 骑 摩 托 车 被 汽 车 撞 伤 头 部 、 右 髋 部 及 右 下 肢 ， 伤 后 自 觉 伤 处 肿 胀 ， 持 续 性 锐 痛 ， 伴 头 晕 ， 恶 心 ， 右 下 肢 不 能 活 动 ， 无 肢 体 麻 木 ， 无 昏 迷 史 ， 伤 后 于 当 地 未 做 特 殊 处 理 ， 急 呼 我 院 1 2 0 往 诊 并 接 回 急 诊 科 ， 于 门 诊 查 X 光 片 示 ： 骨 盆 、 右 髋 部 、 右 膝 部 骨 质 未 见 异 常 ， 头 颅 C T 示 ： 未 见 异 常 ， 门 诊 未 予 特 殊 处 理 ， 患 者 病 情 平 稳 ， 以 右 下 肢 软 组 织 损 伤 介 绍 入 院 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BodyPart I-BodyPart O B-BodyPart I-BodyPart I-BodyPart O B-BodyPart I-BodyPart I-BodyPart O O O O O O O B-Symptom I-Symptom O O O O B-Symptom I-Symptom O O B-Symptom I-Symptom O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart O O O O O O B-BodyPart I-BodyPart B-Symptom I-Symptom O O B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Examine I-Examine I-Examine O O B-BodyPart I-BodyPart O B-BodyPart I-BodyPart I-BodyPart O B-BodyPart I-BodyPart I-BodyPart O O O O O O O B-Examine I-Examine I-Examine I-Examine O O O O O O O O O O O O O O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O O O O O
患 者 自 入 院 以 来 ， 无 发 热 ， 无 头 晕 头 痛 ， 无 恶 心 呕 吐 ， 无 胸 闷 心 悸 ， 无 腹 胀 腹 痛 ， 饮 食 可 ， 大 小 便 均 正 常 。	O O O O O O O O O B-Symptom I-Symptom O O B-Symptom I-Symptom B-Symptom I-Symptom O O B-Symptom I-Symptom B-Symptom I-Symptom O O B-Symptom I-Symptom B-Symptom I-Symptom O O B-Symptom I-Symptom B-Symptom I-Symptom O O O O O B-BodyPart I-BodyPart I-BodyPart O O O O
4 . 查 体 ： T 3 6 . 7 C ， P 7 8 次 / 分 ， R 1 8 次 / 分 ， B P 1 2 0 / 8 0 m m H g , 心 肺 腹 查 体 未 见 明 显 异 常 ， 专 科 情 况 ： 头 顶 部 广 泛 触 痛 ， 无 明 显 肿 胀 ， 双 侧 瞳 孔 正 大 等 圆 ， 光 反 射 灵 敏 ， 右 前 额 肿 胀 ， 压 痛 ， 下 颌 部 可 见 片 状 挫 伤 ， 渗 血 ， 压 痛 ， 颈 软 ， 无 抵 抗 ， 双 臀 部 肿 胀 ， 压 痛 ， 双 侧 髋 部 无 明 显 肿 胀 ， 左 侧 髋 关 节 活 动 可 ， 右 侧 髋 关 节 活 动 受 限 ， 骨 盆 分 离 挤 压 实 验 （ ） ， 右 大 腿 、 右 膝 部 及 右 小 腿 广 泛 压 痛 ， 叩 击 痛 阳 性 ， 未 触 及 骨 擦 感 ， 右 膝 、 右 踝 关 节 活 动 障 碍 ， 右 足 背 动 脉 搏 动 好 ， 足 趾 感 觉 运 动 正 常 。	O O B-Examine I-Examine O B-Examine O O O O O O B-Examine O O O O O O B-Examine O O O O O O B-Examine I-Examine O O O O O O O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine O O O O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart O O B-Examine I-Examine O O O O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom I-Symptom I-Symptom O B-Examine I-Examine I-Examine O O O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O B-Examine I-Examine O B-BodyPart I-BodyPart I-BodyPart O O O O O O O O O O B-Examine I-Examine O O O O O O O O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O B-Examine I-Examine O B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O B-BodyPart I-BodyPart O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart O B-BodyPart I-BodyPart I-BodyPart O B-BodyPart I-BodyPart I-BodyPart O O B-Examine I-Examine O B-Examine I-Examine I-Examine O O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O B-BodyPart I-BodyPart O O O O O O O
5 . 辅 助 检 查 ： 本 院 ， 骨 盆 平 片 、 右 膝 关 节 、 右 胫 腓 骨 X 光 片 示 ： 骨 质 未 见 异 常 。	O O O O O O O O O O B-Examine I-Examine I-Examine I-Examine O B-Examine I-Examine I-Examine I-Examine I-Examine I-Examine I-Examine I-Examine I-Examine I-Examine I-Examine I-Examine O O O O O O O O O
头 颅 C T 示 ： 未 见 异 常 。	B-Examine I-Examine I-Examine I-Examine O O O O O O O
1 . 患 者 中 年 男 性 ， 慢 性 发 病 ， 既 往 糖 尿 病 病 史 。	O O O O O O O O O O O O O O O O B-Disease I-Disease I-Disease O O O
2 . 患 者 缘 于 1 0 余 年 前 无 明 显 诱 因 头 晕 ， 无 恶 心 呕 吐 ， 无 双 上 肢 麻 木 ， 适 度 休 息 后 症 状 减 轻 ， 今 天 在 我 院 行 颈 椎 X 光 片 示 ： 颈 椎 退 行 性 变 。	O O O O O O O O O O O O O O O O B-Symptom I-Symptom O O B-Symptom I-Symptom B-Symptom I-Symptom O O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O O O O O O O O O O O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine O O B-BodyPart I-BodyPart O O O O O
2 年 前 经 住 院 治 疗 1 0 余 天 ， 症 状 明 显 缓 解 ， 近 期 头 晕 症 状 加 重 ， 遂 来 我 院 康 复 科 门 诊 就 诊 ， 门 诊 以 颈 椎 退 行 性 变 收 入 院 。	O O O O O O O O O O O O O O O O O O O O O O B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O O O O
3 . 入 院 查 体 ： T ： 3 6 . 2 ℃ ， P : 8 4 次 / 分 ， R ： 1 8 次 / 分 ， B P ： 1 5 0 / 8 0 m m H g ， 神 清 语 利 ， 心 肺 腹 未 见 异 常 。	O O O O B-Examine I-Examine O B-Examine O O O O O O O B-Examine O O O O O O O B-Examine O O O O O O O B-Examine I-Examine O O O O O O O O O O O O O O O O O B-BodyPart B-BodyPart B-BodyPart O O O O O
4 . 专 科 检 查 ： 颈 部 活 动 范 围 可 ， C 4 - C 7 棘 突 两 侧 压 痛 明 显 ， 双 侧 椎 间 孔 挤 压 试 验 （ + ） ， 双 侧 臂 丛 牵 拉 试 验 （ - ） ， 颈 部 前 后 旋 转 试 验 （ + ） 。	O O O O O O O B-BodyPart I-BodyPart O O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart B-Examine I-Examine O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart B-Examine I-Examine I-Examine I-Examine O O O O B-BodyPart I-BodyPart O O O O O O O O O O
5 . 辅 助 检 查 ： 颈 椎 侧 位 片 ： 颈 椎 生 理 曲 线 稍 直 ， 椎 列 连 续 ， 颈 椎 4 - 7 椎 体 缘 见 轻 度 唇 状 骨 质 增 生 影 ， 余 椎 体 及 各 附 件 形 态 、 大 小 正 常 ， 各 椎 间 隙 未 见 异 常 狭 窄 ； 软 组 织 未 见 明 显 异 常 ； 其 他 未 见 异 常 。	O O O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine O B-BodyPart I-BodyPart O O O O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart O O O O O O O O O O O O O O
1 . 患 者 女 性 ， 3 1 岁 ； 2 . 既 往 体 健 ； 3 . 患 者 于 1 天 前 无 明 显 诱 因 出 现 腹 痛 ， 恶 心 ， 呕 吐 1 次 ， 呕 吐 物 为 胃 内 容 物 ， 无 头 痛 、 头 晕 ， 未 予 特 殊 处 理 ， 由 家 人 送 至 我 院 ， 急 诊 以 腹 痛 、 发 热 待 查 收 入 院 ； 4 . 查 体 ： 腹 平 坦 ， 未 见 肠 形 及 蠕 动 波 ， 触 软 ， 肝 脾 肋 下 未 触 及 ， 墨 菲 氏 征 （ - ） ， 右 下 腹 压 痛 ， 以 麦 氏 点 为 重 ， 无 反 跳 痛 及 肌 紧 张 ， 未 触 及 包 块 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Symptom I-Symptom O B-Symptom I-Symptom O B-Symptom I-Symptom O O O O O O O B-BodyPart O O O O O B-Symptom I-Symptom O B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O B-Symptom I-Symptom O B-Symptom I-Symptom O O O O O O O O B-Examine I-Examine O B-BodyPart O O O O O O O O O O O O O O O B-BodyPart B-BodyPart B-BodyPart I-BodyPart O O O O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart B-Examine I-Examine O O O O O O O O O B-Examine I-Examine I-Examine O B-Examine I-Examine I-Examine O O O O B-Symptom I-Symptom O
叩 鼓 音 ， 移 动 性 浊 音 （ - ） ， 肝 区 叩 击 痛 （ - ） 肠 鸣 音 正 常 ， 无 亢 进 （ 4 次 / 分 ） ； 5 . 辅 助 检 查 ： 暂 缺 。	B-Examine I-Examine I-Examine O B-Examine I-Examine I-Examine I-Examine I-Examine O O O O B-BodyPart I-BodyPart B-Examine I-Examine I-Examine O O O B-Examine I-Examine I-Examine O O O O O O O O O O O O O O O O O O O O O O O
患 者 入 院 后 据 病 史 查 体 阳 性 所 见 、 辅 助 检 查 结 果 可 初 步 明 确 上 述 诊 断 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
入 院 后 给 予 行 阑 尾 切 除 术 ， 术 后 给 予 抗 炎 补 液 对 症 治 疗 。	O O O O O O B-Cure I-Cure I-Cure I-Cure I-Cure O O O O O O O O O O O O O O
